numberOfCraftWooden	numberOfCraftSteel	numberOfCraftFRP	tonnage	HP	county	fishingMethod	craftTypeBasedOnTons	tonnageMin	tonnageMax	year
NA	NA	NA	NA	NA	新竹市	2	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	金門縣	2	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	連江縣	2	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	臺南市	7	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	桃園市	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	臺中市	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	宜蘭縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	新竹縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	苗栗縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	彰化縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	雲林縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	嘉義縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	臺東縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	花蓮縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	澎湖縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	基隆市	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	新竹市	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	金門縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	連江縣	4	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	桃園市	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	臺中市	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	宜蘭縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	苗栗縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	彰化縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	雲林縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	嘉義縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	臺東縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	花蓮縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	澎湖縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	新竹市	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	金門縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	連江縣	1	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	臺南市	8	200t < w < 500t	200	500	2014
NA	NA	NA	NA	NA	高雄市	6	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	苗栗縣	6	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	雲林縣	6	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	嘉義縣	6	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	臺東縣	6	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	澎湖縣	6	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	金門縣	6	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	連江縣	6	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	新竹縣	3	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	苗栗縣	3	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	嘉義縣	3	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	連江縣	3	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	新竹縣	5	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	彰化縣	5	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	雲林縣	5	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	嘉義縣	5	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	連江縣	5	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	高雄市	2	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	新竹縣	2	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	連江縣	2	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	高雄市	7	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	新竹縣	4	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	雲林縣	4	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	宜蘭縣	1	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	彰化縣	1	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	雲林縣	1	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	花蓮縣	1	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	基隆市	1	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	連江縣	1	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	臺南市	8	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	臺南市	9	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	屏東縣	9	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	澎湖縣	9	5t < w < 10t	5	10	2014
NA	NA	NA	NA	NA	新北市	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	高雄市	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	高雄市	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	苗栗縣	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	雲林縣	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	嘉義縣	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	屏東縣	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺東縣	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	花蓮縣	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	基隆市	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	連江縣	6	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新北市	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	桃園市	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺中市	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺南市	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	高雄市	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新竹縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	苗栗縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	彰化縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	嘉義縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	屏東縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺東縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	花蓮縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	澎湖縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	基隆市	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新竹市	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	金門縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	連江縣	3	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新北市	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	桃園市	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺中市	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺南市	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	高雄市	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	宜蘭縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新竹縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	苗栗縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	彰化縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	雲林縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	嘉義縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	屏東縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺東縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	花蓮縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	澎湖縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	基隆市	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新竹市	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	金門縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	連江縣	5	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺中市	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺南市	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	高雄市	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	宜蘭縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新竹縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	苗栗縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	彰化縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	雲林縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	嘉義縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	屏東縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺東縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	花蓮縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新竹市	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	金門縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	連江縣	2	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺南市	7	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺中市	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	宜蘭縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新竹縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	苗栗縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	彰化縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	雲林縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	嘉義縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	花蓮縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	金門縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	連江縣	4	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	宜蘭縣	1	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	苗栗縣	1	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	彰化縣	1	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	嘉義縣	1	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺東縣	1	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	花蓮縣	1	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺南市	8	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	臺南市	9	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	屏東縣	9	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	澎湖縣	9	50t < w < 100t	50	100	2014
NA	NA	NA	NA	NA	新北市	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	高雄市	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	苗栗縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	雲林縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	嘉義縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	屏東縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺東縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	花蓮縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	澎湖縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	金門縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	連江縣	6	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新北市	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	桃園市	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺中市	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺南市	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	高雄市	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	苗栗縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	彰化縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	嘉義縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	屏東縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺東縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	花蓮縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	澎湖縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	基隆市	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹市	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	金門縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	連江縣	3	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新北市	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	桃園市	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺中市	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	高雄市	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	宜蘭縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	苗栗縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	彰化縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	雲林縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	嘉義縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	屏東縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺東縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	花蓮縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	澎湖縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	基隆市	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹市	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	金門縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	連江縣	5	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新北市	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	桃園市	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺中市	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺南市	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	高雄市	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	宜蘭縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	苗栗縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	彰化縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	雲林縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	嘉義縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	屏東縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺東縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	花蓮縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	澎湖縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	基隆市	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹市	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	金門縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	連江縣	2	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	高雄市	7	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新北市	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	桃園市	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺中市	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	高雄市	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	宜蘭縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	苗栗縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	彰化縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	雲林縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	嘉義縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	屏東縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺東縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	花蓮縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	澎湖縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹市	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	金門縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	連江縣	4	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新北市	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	桃園市	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺中市	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	高雄市	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	宜蘭縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	苗栗縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	彰化縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	雲林縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	嘉義縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	屏東縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺東縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	花蓮縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	澎湖縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	基隆市	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	新竹市	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	金門縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	連江縣	1	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	臺南市	8	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	屏東縣	9	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	澎湖縣	9	500t < w < 1000t	500	1000	2014
NA	NA	NA	NA	NA	高雄市	6	w < 5t	0	5	2014
NA	NA	NA	NA	NA	高雄市	6	w < 5t	0	5	2014
NA	NA	NA	NA	NA	苗栗縣	6	w < 5t	0	5	2014
NA	NA	NA	NA	NA	花蓮縣	6	w < 5t	0	5	2014
NA	NA	NA	NA	NA	金門縣	6	w < 5t	0	5	2014
NA	NA	NA	NA	NA	臺中市	3	w < 5t	0	5	2014
NA	NA	NA	NA	NA	花蓮縣	3	w < 5t	0	5	2014
NA	NA	NA	NA	NA	連江縣	3	w < 5t	0	5	2014
NA	NA	NA	NA	NA	連江縣	5	w < 5t	0	5	2014
NA	NA	NA	NA	NA	高雄市	2	w < 5t	0	5	2014
NA	NA	NA	NA	NA	桃園市	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	臺中市	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	高雄市	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	宜蘭縣	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	苗栗縣	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	雲林縣	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	嘉義縣	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	臺東縣	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	基隆市	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	新竹市	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	金門縣	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	連江縣	1	w < 5t	0	5	2014
NA	NA	NA	NA	NA	臺南市	8	w < 5t	0	5	2014
NA	NA	NA	NA	NA	臺南市	9	w < 5t	0	5	2014
NA	NA	NA	NA	NA	屏東縣	9	w < 5t	0	5	2014
NA	NA	NA	NA	NA	澎湖縣	9	w < 5t	0	5	2014
NA	NA	NA	NA	NA	苗栗縣	6	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	嘉義縣	6	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	屏東縣	6	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺東縣	6	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	基隆市	6	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	桃園市	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺中市	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	高雄市	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	彰化縣	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	嘉義縣	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	屏東縣	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺東縣	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	花蓮縣	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	金門縣	3	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	花蓮縣	5	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	澎湖縣	2	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺南市	7	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	高雄市	7	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	彰化縣	4	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	新北市	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	桃園市	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺中市	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺南市	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	高雄市	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	宜蘭縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	苗栗縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	彰化縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	雲林縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	嘉義縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	屏東縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺東縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	花蓮縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	澎湖縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	基隆市	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	新竹市	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	連江縣	1	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺南市	8	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	臺南市	9	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	屏東縣	9	Powered Sampans	0	0	2014
NA	NA	NA	NA	NA	澎湖縣	9	Powered Sampans	0	0	2014
NA	NA	1.00 	0.69 	15.00 	連江縣	6	Powered Sampans	0	0	2015
NA	NA	1.00 	3.34 	26.00 	連江縣	6	w < 5t	0	5	2015
NA	NA	1.00 	1.31 	40.00 	新北市	6	w < 5t	0	5	2015
NA	NA	1.00 	0.82 	60.00 	新竹縣	2	w < 5t	0	5	2015
NA	NA	1.00 	1.03 	60.00 	澎湖縣	2	Powered Sampans	0	0	2015
NA	NA	1.00 	3.08 	70.00 	苗栗縣	3	w < 5t	0	5	2015
NA	NA	1.00 	1.54 	82.00 	宜蘭縣	6	Powered Sampans	0	0	2015
NA	NA	1.00 	0.56 	85.00 	苗栗縣	4	Powered Sampans	0	0	2015
NA	NA	1.00 	0.73 	85.00 	新竹縣	3	w < 5t	0	5	2015
NA	NA	1.00 	0.74 	85.00 	高雄市	3	Powered Sampans	0	0	2015
NA	NA	1.00 	0.71 	90.00 	新竹縣	4	w < 5t	0	5	2015
1.00 	NA	1.00 	4.82 	94.00 	澎湖縣	1	w < 5t	0	5	2015
NA	NA	1.00 	1.83 	100.00 	澎湖縣	6	w < 5t	0	5	2015
NA	NA	1.00 	4.00 	110.00 	連江縣	2	w < 5t	0	5	2015
NA	NA	1.00 	1.16 	115.00 	花蓮縣	5	Powered Sampans	0	0	2015
NA	NA	1.00 	4.99 	115.00 	花蓮縣	1	w < 5t	0	5	2015
NA	NA	1.00 	8.64 	115.00 	金門縣	3	5t < w < 10t	5	10	2015
NA	NA	1.00 	2.36 	120.00 	新竹市	4	w < 5t	0	5	2015
NA	NA	1.00 	2.58 	120.00 	嘉義縣	6	w < 5t	0	5	2015
NA	NA	1.00 	2.97 	120.00 	新竹縣	4	Powered Sampans	0	0	2015
NA	NA	1.00 	3.98 	120.00 	屏東縣	3	w < 5t	0	5	2015
NA	NA	1.00 	1.94 	130.00 	彰化縣	3	w < 5t	0	5	2015
NA	NA	1.00 	2.69 	130.00 	桃園市	3	Powered Sampans	0	0	2015
NA	NA	1.00 	2.66 	135.00 	花蓮縣	5	w < 5t	0	5	2015
NA	NA	1.00 	2.60 	140.00 	新竹縣	3	Powered Sampans	0	0	2015
NA	NA	1.00 	5.68 	150.00 	新竹市	6	5t < w < 10t	5	10	2015
NA	NA	1.00 	8.22 	155.00 	金門縣	1	5t < w < 10t	5	10	2015
NA	NA	1.00 	5.35 	200.00 	高雄市	6	5t < w < 10t	5	10	2015
NA	NA	1.00 	6.19 	200.00 	臺南市	3	5t < w < 10t	5	10	2015
NA	NA	1.00 	6.74 	210.00 	臺東縣	5	5t < w < 10t	5	10	2015
NA	NA	1.00 	10.02 	210.00 	苗栗縣	6	10t < w < 20t	10	20	2015
1.00 	NA	1.00 	11.05 	212.00 	新北市	6	5t < w < 10t	5	10	2015
NA	NA	1.00 	9.19 	215.00 	嘉義縣	4	5t < w < 10t	5	10	2015
1.00 	NA	1.00 	8.01 	236.00 	宜蘭縣	3	w < 5t	0	5	2015
