numberOfCraftWooden	numberOfCraftSteel	numberOfCraftFRP	tonnage	HP	county	fishingMethod	craftTypeBasedOnTons	tonnageMin	tonnageMax	year
NA	NA	1.00 	7.78 	240.00 	宜蘭縣	2	5t < w < 10t	5	10	2015
NA	NA	1.00 	9.89 	240.00 	雲林縣	2	5t < w < 10t	5	10	2015
NA	NA	1.00 	7.39 	255.00 	彰化縣	1	5t < w < 10t	5	10	2015
NA	NA	1.00 	7.15 	260.00 	雲林縣	4	5t < w < 10t	5	10	2015
1.00 	NA	1.00 	7.46 	270.00 	屏東縣	2	w < 5t	0	5	2015
NA	NA	1.00 	8.54 	270.00 	金門縣	5	5t < w < 10t	5	10	2015
NA	NA	1.00 	9.07 	270.00 	臺南市	2	5t < w < 10t	5	10	2015
NA	NA	1.00 	16.97 	280.00 	雲林縣	2	10t < w < 20t	10	20	2015
NA	NA	1.00 	5.58 	284.00 	臺東縣	2	5t < w < 10t	5	10	2015
NA	NA	1.00 	16.59 	300.00 	彰化縣	4	10t < w < 20t	10	20	2015
1.00 	NA	1.00 	16.13 	304.00 	苗栗縣	5	5t < w < 10t	5	10	2015
NA	NA	1.00 	12.68 	330.00 	新竹市	5	10t < w < 20t	10	20	2015
1.00 	NA	1.00 	7.13 	336.00 	嘉義縣	3	w < 5t	0	5	2015
NA	1.00 	1.00 	11.45 	365.00 	澎湖縣	2	5t < w < 10t	5	10	2015
NA	NA	1.00 	8.25 	380.00 	苗栗縣	1	5t < w < 10t	5	10	2015
NA	NA	1.00 	18.11 	380.00 	連江縣	5	10t < w < 20t	10	20	2015
NA	NA	1.00 	21.40 	380.00 	宜蘭縣	6	20t < w < 50t	20	50	2015
NA	NA	1.00 	16.78 	390.00 	彰化縣	5	10t < w < 20t	10	20	2015
NA	NA	1.00 	39.91 	415.00 	金門縣	4	20t < w < 50t	20	50	2015
NA	NA	1.00 	19.18 	420.00 	花蓮縣	1	10t < w < 20t	10	20	2015
NA	NA	1.00 	30.17 	435.00 	基隆市	3	20t < w < 50t	20	50	2015
NA	NA	1.00 	22.98 	444.00 	澎湖縣	5	20t < w < 50t	20	50	2015
NA	NA	1.00 	28.85 	450.00 	桃園市	2	20t < w < 50t	20	50	2015
NA	NA	1.00 	49.44 	450.00 	新北市	6	20t < w < 50t	20	50	2015
NA	NA	1.00 	24.95 	485.00 	屏東縣	3	20t < w < 50t	20	50	2015
NA	1.00 	1.00 	15.67 	490.00 	花蓮縣	5	5t < w < 10t	5	10	2015
1.00 	NA	1.00 	20.68 	490.00 	金門縣	3	10t < w < 20t	10	20	2015
NA	NA	1.00 	18.28 	500.00 	新竹市	1	10t < w < 20t	10	20	2015
NA	NA	1.00 	56.45 	500.00 	臺東縣	4	50t < w < 100t	50	100	2015
1.00 	NA	1.00 	36.55 	510.00 	苗栗縣	2	10t < w < 20t	10	20	2015
1.00 	NA	1.00 	31.82 	515.00 	彰化縣	2	10t < w < 20t	10	20	2015
NA	NA	1.00 	48.12 	545.00 	宜蘭縣	7	20t < w < 50t	20	50	2015
NA	NA	1.00 	10.56 	600.00 	澎湖縣	6	10t < w < 20t	10	20	2015
NA	NA	1.00 	59.36 	600.00 	基隆市	2	50t < w < 100t	50	100	2015
2.00 	NA	1.00 	21.14 	650.00 	臺中市	1	5t < w < 10t	5	10	2015
1.00 	NA	1.00 	36.48 	740.00 	連江縣	3	10t < w < 20t	10	20	2015
NA	NA	1.00 	39.21 	750.00 	雲林縣	1	20t < w < 50t	20	50	2015
NA	NA	1.00 	43.13 	750.00 	臺南市	1	20t < w < 50t	20	50	2015
NA	NA	1.00 	65.52 	750.00 	臺中市	2	50t < w < 100t	50	100	2015
NA	NA	1.00 	68.01 	750.00 	臺南市	4	50t < w < 100t	50	100	2015
NA	NA	1.00 	139.00 	750.00 	新北市	6	100t < w < 200t	100	200	2015
NA	NA	1.00 	18.00 	760.00 	連江縣	6	10t < w < 20t	10	20	2015
1.00 	NA	1.00 	28.46 	815.00 	臺東縣	3	10t < w < 20t	10	20	2015
4.00 	NA	1.00 	39.61 	865.00 	屏東縣	6	5t < w < 10t	5	10	2015
NA	NA	1.00 	69.48 	880.00 	金門縣	6	50t < w < 100t	50	100	2015
1.00 	NA	1.00 	74.80 	900.00 	連江縣	4	20t < w < 50t	20	50	2015
NA	NA	1.00 	79.17 	940.00 	臺中市	4	50t < w < 100t	50	100	2015
NA	NA	1.00 	107.66 	1000.00 	臺中市	1	100t < w < 200t	100	200	2015
NA	NA	1.00 	212.00 	1000.00 	宜蘭縣	4	200t < w < 500t	200	500	2015
NA	NA	1.00 	184.00 	1032.00 	基隆市	4	100t < w < 200t	100	200	2015
NA	NA	1.00 	185.00 	1032.00 	宜蘭縣	6	100t < w < 200t	100	200	2015
NA	NA	1.00 	225.00 	1032.00 	屏東縣	1	200t < w < 500t	200	500	2015
NA	NA	1.00 	236.00 	1032.00 	屏東縣	9	200t < w < 500t	200	500	2015
1.00 	NA	1.00 	30.19 	1130.00 	臺東縣	5	10t < w < 20t	10	20	2015
3.00 	NA	1.00 	59.01 	1225.00 	花蓮縣	6	10t < w < 20t	10	20	2015
22.00 	NA	1.00 	97.07 	2183.00 	高雄市	1	w < 5t	0	5	2015
NA	NA	1.00 	54.98 	2200.00 	澎湖縣	6	50t < w < 100t	50	100	2015
NA	9.00 	1.00 	3513.84 	11332.00 	高雄市	1	200t < w < 500t	200	500	2015
NA	86.00 	1.00 	214.34 	20740.00 	高雄市	7	w < 5t	0	5	2015
NA	32.00 	1.00 	631.82 	29997.00 	高雄市	7	10t < w < 20t	10	20	2015
NA	NA	2.00 	2.40 	80.00 	花蓮縣	6	Powered Sampans	0	0	2015
NA	NA	2.00 	2.54 	95.00 	雲林縣	4	Powered Sampans	0	0	2015
NA	NA	2.00 	1.09 	115.00 	雲林縣	5	w < 5t	0	5	2015
NA	NA	2.00 	2.84 	119.00 	新竹市	3	Powered Sampans	0	0	2015
NA	NA	2.00 	2.14 	130.00 	苗栗縣	3	Powered Sampans	0	0	2015
NA	NA	2.00 	2.78 	145.00 	高雄市	6	Powered Sampans	0	0	2015
NA	NA	2.00 	2.10 	158.00 	金門縣	6	Powered Sampans	0	0	2015
NA	NA	2.00 	2.86 	202.00 	嘉義縣	2	w < 5t	0	5	2015
NA	NA	2.00 	2.79 	218.00 	苗栗縣	2	w < 5t	0	5	2015
NA	NA	2.00 	4.90 	260.00 	雲林縣	4	w < 5t	0	5	2015
1.00 	NA	2.00 	11.61 	269.00 	臺東縣	2	w < 5t	0	5	2015
NA	NA	2.00 	7.54 	280.00 	新北市	1	w < 5t	0	5	2015
2.00 	NA	2.00 	5.45 	301.00 	臺東縣	4	Powered Sampans	0	0	2015
NA	NA	2.00 	8.25 	305.00 	臺南市	4	w < 5t	0	5	2015
NA	1.00 	2.00 	18.17 	338.00 	臺中市	2	5t < w < 10t	5	10	2015
NA	NA	2.00 	88.42 	340.00 	金門縣	1	20t < w < 50t	20	50	2015
NA	NA	2.00 	14.44 	365.00 	臺中市	3	5t < w < 10t	5	10	2015
NA	NA	2.00 	14.50 	370.00 	彰化縣	4	5t < w < 10t	5	10	2015
2.00 	NA	2.00 	13.13 	375.00 	嘉義縣	4	w < 5t	0	5	2015
1.00 	NA	2.00 	14.54 	380.00 	花蓮縣	2	w < 5t	0	5	2015
NA	NA	2.00 	20.50 	393.00 	嘉義縣	5	10t < w < 20t	10	20	2015
NA	NA	2.00 	10.79 	410.00 	臺中市	5	5t < w < 10t	5	10	2015
NA	NA	2.00 	14.85 	418.00 	新竹市	5	5t < w < 10t	5	10	2015
NA	NA	2.00 	13.43 	420.00 	新竹市	1	5t < w < 10t	5	10	2015
NA	NA	2.00 	8.77 	470.00 	臺東縣	3	w < 5t	0	5	2015
NA	NA	2.00 	22.76 	570.00 	高雄市	5	10t < w < 20t	10	20	2015
NA	NA	2.00 	31.90 	578.00 	金門縣	1	10t < w < 20t	10	20	2015
NA	NA	2.00 	24.79 	605.00 	屏東縣	2	10t < w < 20t	10	20	2015
NA	NA	2.00 	60.77 	690.00 	連江縣	1	20t < w < 50t	20	50	2015
2.00 	NA	2.00 	60.81 	743.00 	臺中市	2	10t < w < 20t	10	20	2015
NA	NA	2.00 	88.13 	835.00 	桃園市	1	20t < w < 50t	20	50	2015
NA	NA	2.00 	82.04 	935.00 	苗栗縣	4	20t < w < 50t	20	50	2015
1.00 	NA	2.00 	54.08 	1045.00 	連江縣	1	10t < w < 20t	10	20	2015
NA	NA	2.00 	55.53 	1135.00 	臺南市	2	20t < w < 50t	20	50	2015
NA	NA	2.00 	86.76 	1190.00 	基隆市	2	20t < w < 50t	20	50	2015
NA	NA	2.00 	72.83 	1270.00 	基隆市	6	20t < w < 50t	20	50	2015
3.00 	NA	2.00 	98.71 	1376.00 	連江縣	2	10t < w < 20t	10	20	2015
NA	NA	2.00 	126.47 	1500.00 	澎湖縣	2	50t < w < 100t	50	100	2015
NA	NA	2.00 	36.90 	1751.00 	宜蘭縣	6	10t < w < 20t	10	20	2015
NA	NA	2.00 	34.87 	1830.00 	臺中市	5	10t < w < 20t	10	20	2015
NA	NA	2.00 	324.36 	2900.00 	新北市	4	100t < w < 200t	100	200	2015
NA	4.00 	2.00 	2555.61 	8632.00 	高雄市	9	200t < w < 500t	200	500	2015
NA	18.00 	2.00 	6113.44 	24514.00 	基隆市	1	200t < w < 500t	200	500	2015
NA	102.00 	2.00 	96323.08 	212500.00 	高雄市	5	500t < w < 1000t	500	1000	2015
NA	NA	3.00 	4.04 	170.00 	連江縣	2	Powered Sampans	0	0	2015
NA	NA	3.00 	4.91 	250.00 	澎湖縣	6	Powered Sampans	0	0	2015
6.00 	NA	3.00 	7.23 	275.00 	澎湖縣	3	Powered Sampans	0	0	2015
NA	NA	3.00 	9.57 	277.00 	基隆市	2	w < 5t	0	5	2015
NA	NA	3.00 	7.42 	385.00 	新竹市	2	w < 5t	0	5	2015
NA	NA	3.00 	8.48 	390.00 	金門縣	3	w < 5t	0	5	2015
1.00 	NA	3.00 	30.69 	393.00 	新竹市	2	5t < w < 10t	5	10	2015
NA	NA	3.00 	12.79 	405.00 	彰化縣	4	w < 5t	0	5	2015
NA	NA	3.00 	19.20 	535.00 	澎湖縣	5	5t < w < 10t	5	10	2015
NA	NA	3.00 	22.66 	542.00 	桃園市	4	5t < w < 10t	5	10	2015
1.00 	NA	3.00 	27.10 	550.00 	新北市	2	5t < w < 10t	5	10	2015
NA	NA	3.00 	17.93 	560.00 	高雄市	5	5t < w < 10t	5	10	2015
NA	NA	3.00 	23.93 	575.00 	基隆市	2	5t < w < 10t	5	10	2015
NA	NA	3.00 	20.58 	583.00 	臺南市	5	5t < w < 10t	5	10	2015
NA	NA	3.00 	38.52 	655.00 	金門縣	4	10t < w < 20t	10	20	2015
NA	NA	3.00 	21.53 	673.00 	宜蘭縣	3	5t < w < 10t	5	10	2015
NA	NA	3.00 	38.74 	673.00 	臺東縣	2	10t < w < 20t	10	20	2015
NA	NA	3.00 	26.10 	701.00 	臺東縣	1	5t < w < 10t	5	10	2015
NA	NA	3.00 	51.60 	849.00 	臺中市	1	10t < w < 20t	10	20	2015
NA	NA	3.00 	54.04 	850.00 	屏東縣	3	10t < w < 20t	10	20	2015
NA	NA	3.00 	56.61 	925.00 	金門縣	2	10t < w < 20t	10	20	2015
2.00 	NA	3.00 	41.30 	935.00 	臺南市	1	5t < w < 10t	5	10	2015
1.00 	NA	3.00 	31.45 	970.00 	澎湖縣	1	5t < w < 10t	5	10	2015
NA	NA	3.00 	38.45 	987.00 	苗栗縣	5	10t < w < 20t	10	20	2015
NA	NA	3.00 	53.15 	1050.00 	臺南市	5	10t < w < 20t	10	20	2015
2.00 	NA	3.00 	43.64 	1080.00 	新北市	1	5t < w < 10t	5	10	2015
NA	NA	3.00 	55.34 	1124.00 	臺南市	1	10t < w < 20t	10	20	2015
NA	NA	3.00 	59.50 	1129.00 	新竹市	3	10t < w < 20t	10	20	2015
NA	NA	3.00 	18.37 	1280.00 	基隆市	6	5t < w < 10t	5	10	2015
NA	NA	3.00 	51.48 	1370.00 	桃園市	4	10t < w < 20t	10	20	2015
NA	NA	3.00 	124.39 	1470.00 	臺中市	3	20t < w < 50t	20	50	2015
NA	NA	3.00 	114.27 	1485.00 	臺東縣	1	20t < w < 50t	20	50	2015
NA	NA	3.00 	57.02 	1636.00 	花蓮縣	5	10t < w < 20t	10	20	2015
NA	NA	3.00 	229.57 	2532.00 	臺南市	1	50t < w < 100t	50	100	2015
NA	5.00 	3.00 	578.08 	5176.00 	宜蘭縣	7	50t < w < 100t	50	100	2015
NA	1.00 	3.00 	555.15 	5322.00 	新竹市	1	100t < w < 200t	100	200	2015
NA	6.00 	3.00 	1480.20 	7759.00 	基隆市	1	100t < w < 200t	100	200	2015
NA	NA	4.00 	2.61 	145.00 	連江縣	5	Powered Sampans	0	0	2015
NA	NA	4.00 	8.22 	330.00 	新北市	6	Powered Sampans	0	0	2015
NA	1.00 	4.00 	3.93 	345.00 	新竹縣	5	Powered Sampans	0	0	2015
NA	NA	4.00 	8.71 	475.00 	臺中市	3	w < 5t	0	5	2015
NA	NA	4.00 	7.36 	550.00 	新竹市	3	w < 5t	0	5	2015
1.00 	NA	4.00 	31.93 	701.00 	新竹市	4	5t < w < 10t	5	10	2015
1.00 	NA	4.00 	28.23 	775.00 	金門縣	4	5t < w < 10t	5	10	2015
NA	NA	4.00 	25.23 	785.00 	彰化縣	2	5t < w < 10t	5	10	2015
NA	NA	4.00 	28.30 	845.00 	高雄市	3	5t < w < 10t	5	10	2015
NA	NA	4.00 	50.64 	866.00 	花蓮縣	2	10t < w < 20t	10	20	2015
NA	NA	4.00 	50.34 	1085.00 	基隆市	2	10t < w < 20t	10	20	2015
3.00 	NA	4.00 	55.02 	1220.00 	臺東縣	3	5t < w < 10t	5	10	2015
NA	NA	4.00 	62.89 	1225.00 	苗栗縣	4	10t < w < 20t	10	20	2015
NA	NA	4.00 	134.88 	1690.00 	花蓮縣	3	20t < w < 50t	20	50	2015
1.00 	NA	4.00 	87.28 	1730.00 	臺中市	4	10t < w < 20t	10	20	2015
NA	NA	4.00 	111.61 	1770.00 	臺南市	4	20t < w < 50t	20	50	2015
2.00 	NA	4.00 	92.10 	1935.00 	臺東縣	1	10t < w < 20t	10	20	2015
NA	NA	4.00 	145.80 	2355.00 	高雄市	2	20t < w < 50t	20	50	2015
NA	NA	4.00 	230.17 	2663.00 	新北市	2	50t < w < 100t	50	100	2015
NA	NA	4.00 	69.37 	3540.00 	屏東縣	5	10t < w < 20t	10	20	2015
NA	NA	4.00 	315.39 	3758.00 	雲林縣	1	50t < w < 100t	50	100	2015
NA	NA	5.00 	3.08 	240.00 	嘉義縣	4	Powered Sampans	0	0	2015
2.00 	NA	5.00 	5.60 	420.00 	澎湖縣	4	Powered Sampans	0	0	2015
NA	NA	5.00 	9.93 	565.00 	新竹市	2	Powered Sampans	0	0	2015
NA	NA	5.00 	10.80 	600.00 	新竹縣	2	Powered Sampans	0	0	2015
NA	NA	5.00 	11.60 	695.00 	基隆市	6	w < 5t	0	5	2015
1.00 	NA	5.00 	42.78 	835.00 	宜蘭縣	5	5t < w < 10t	5	10	2015
NA	NA	5.00 	37.20 	983.00 	桃園市	2	5t < w < 10t	5	10	2015
NA	NA	5.00 	39.85 	1146.00 	臺南市	4	5t < w < 10t	5	10	2015
3.00 	NA	5.00 	56.71 	1192.00 	臺中市	4	5t < w < 10t	5	10	2015
1.00 	NA	5.00 	52.32 	1302.00 	宜蘭縣	1	5t < w < 10t	5	10	2015
NA	NA	5.00 	79.52 	1634.00 	基隆市	5	10t < w < 20t	10	20	2015
1.00 	NA	5.00 	39.86 	1641.00 	屏東縣	5	5t < w < 10t	5	10	2015
6.00 	NA	5.00 	88.72 	1669.00 	高雄市	2	5t < w < 10t	5	10	2015
NA	NA	5.00 	84.61 	1754.00 	基隆市	1	10t < w < 20t	10	20	2015
1.00 	NA	5.00 	106.25 	1861.00 	新北市	1	10t < w < 20t	10	20	2015
NA	NA	5.00 	154.72 	2150.00 	臺中市	4	20t < w < 50t	20	50	2015
NA	NA	5.00 	204.50 	2375.00 	花蓮縣	1	20t < w < 50t	20	50	2015
NA	NA	5.00 	747.00 	6562.00 	臺南市	1	100t < w < 200t	100	200	2015
NA	NA	6.00 	17.12 	605.00 	高雄市	3	w < 5t	0	5	2015
NA	NA	6.00 	10.24 	718.00 	新竹縣	5	w < 5t	0	5	2015
1.00 	NA	6.00 	21.67 	735.00 	雲林縣	6	w < 5t	0	5	2015
4.00 	NA	6.00 	80.90 	906.00 	連江縣	4	5t < w < 10t	5	10	2015
NA	NA	6.00 	46.34 	1403.00 	基隆市	5	5t < w < 10t	5	10	2015
NA	NA	6.00 	88.48 	1778.00 	宜蘭縣	5	10t < w < 20t	10	20	2015
NA	NA	6.00 	95.53 	2090.00 	宜蘭縣	2	10t < w < 20t	10	20	2015
1.00 	NA	6.00 	98.77 	2295.00 	新竹市	4	10t < w < 20t	10	20	2015
1.00 	NA	6.00 	110.32 	2338.00 	高雄市	2	10t < w < 20t	10	20	2015
1.00 	NA	6.00 	127.89 	2844.00 	彰化縣	1	10t < w < 20t	10	20	2015
NA	NA	6.00 	191.61 	3458.00 	彰化縣	1	20t < w < 50t	20	50	2015
NA	NA	6.00 	252.01 	3490.00 	新竹市	1	20t < w < 50t	20	50	2015
NA	NA	6.00 	211.41 	3643.00 	新北市	3	20t < w < 50t	20	50	2015
NA	NA	6.00 	244.47 	3829.00 	新北市	2	20t < w < 50t	20	50	2015
9.00 	NA	6.00 	129.50 	3917.00 	屏東縣	1	5t < w < 10t	5	10	2015
NA	3.00 	6.00 	2932.93 	12290.00 	宜蘭縣	7	200t < w < 500t	200	500	2015
NA	NA	7.00 	6.27 	555.00 	雲林縣	6	Powered Sampans	0	0	2015
NA	NA	7.00 	12.88 	780.00 	臺南市	4	Powered Sampans	0	0	2015
NA	NA	7.00 	50.96 	1545.00 	屏東縣	3	5t < w < 10t	5	10	2015
1.00 	NA	7.00 	118.19 	1848.00 	新竹市	2	10t < w < 20t	10	20	2015
NA	NA	7.00 	107.40 	2445.00 	桃園市	2	10t < w < 20t	10	20	2015
NA	NA	7.00 	270.78 	3570.00 	新竹市	4	20t < w < 50t	20	50	2015
NA	NA	7.00 	520.54 	5740.00 	臺中市	1	50t < w < 100t	50	100	2015
9.00 	NA	8.00 	27.66 	749.00 	基隆市	3	Powered Sampans	0	0	2015
NA	NA	8.00 	23.80 	1155.00 	苗栗縣	4	w < 5t	0	5	2015
NA	NA	8.00 	132.38 	2725.00 	宜蘭縣	3	10t < w < 20t	10	20	2015
1.00 	NA	8.00 	292.57 	4237.00 	花蓮縣	4	20t < w < 50t	20	50	2015
NA	NA	8.00 	336.10 	4468.00 	桃園市	4	20t < w < 50t	20	50	2015
NA	NA	8.00 	624.80 	5800.00 	新竹市	4	50t < w < 100t	50	100	2015
NA	NA	8.00 	1131.58 	8300.00 	屏東縣	1	100t < w < 200t	100	200	2015
16.00 	NA	8.00 	408.73 	9310.00 	屏東縣	1	10t < w < 20t	10	20	2015
NA	NA	8.00 	1950.00 	12273.00 	宜蘭縣	1	200t < w < 500t	200	500	2015
NA	NA	9.00 	12.22 	805.00 	新竹市	4	Powered Sampans	0	0	2015
NA	NA	9.00 	152.11 	3684.00 	桃園市	5	10t < w < 20t	10	20	2015
4.00 	NA	10.00 	11.39 	819.00 	臺東縣	5	Powered Sampans	0	0	2015
NA	NA	10.00 	10.58 	820.00 	屏東縣	2	Powered Sampans	0	0	2015
NA	NA	10.00 	12.83 	820.00 	宜蘭縣	5	Powered Sampans	0	0	2015
2.00 	NA	10.00 	24.57 	1267.00 	金門縣	2	w < 5t	0	5	2015
3.00 	NA	10.00 	59.80 	1658.00 	連江縣	4	w < 5t	0	5	2015
NA	NA	10.00 	148.79 	3100.00 	澎湖縣	2	10t < w < 20t	10	20	2015
1.00 	NA	10.00 	178.89 	3144.00 	新北市	2	10t < w < 20t	10	20	2015
2.00 	NA	10.00 	202.87 	4065.00 	高雄市	3	10t < w < 20t	10	20	2015
2.00 	NA	10.00 	408.78 	10446.00 	新北市	5	20t < w < 50t	20	50	2015
NA	NA	11.00 	11.99 	1027.00 	彰化縣	5	Powered Sampans	0	0	2015
NA	NA	11.00 	20.42 	1160.00 	花蓮縣	4	Powered Sampans	0	0	2015
NA	NA	11.00 	27.64 	1465.00 	金門縣	5	w < 5t	0	5	2015
11.00 	NA	11.00 	58.67 	1725.00 	臺東縣	5	w < 5t	0	5	2015
2.00 	NA	11.00 	45.12 	1746.00 	花蓮縣	4	w < 5t	0	5	2015
NA	NA	11.00 	73.84 	2535.00 	新北市	5	5t < w < 10t	5	10	2015
2.00 	NA	11.00 	100.40 	3036.00 	桃園市	5	5t < w < 10t	5	10	2015
2.00 	NA	11.00 	449.88 	7082.00 	澎湖縣	2	20t < w < 50t	20	50	2015
NA	NA	11.00 	787.62 	9460.00 	屏東縣	1	50t < w < 100t	50	100	2015
2.00 	NA	12.00 	14.61 	927.00 	桃園市	4	Powered Sampans	0	0	2015
NA	NA	12.00 	21.01 	1210.00 	花蓮縣	2	Powered Sampans	0	0	2015
NA	NA	12.00 	26.09 	1440.00 	臺中市	5	w < 5t	0	5	2015
1.00 	NA	12.00 	36.85 	1716.00 	金門縣	4	w < 5t	0	5	2015
NA	NA	12.00 	79.95 	2353.00 	基隆市	3	5t < w < 10t	5	10	2015
NA	NA	12.00 	188.53 	3420.00 	臺南市	2	10t < w < 20t	10	20	2015
1.00 	NA	12.00 	184.85 	4086.00 	基隆市	3	10t < w < 20t	10	20	2015
NA	NA	12.00 	199.21 	4534.00 	臺南市	4	10t < w < 20t	10	20	2015
25.00 	NA	12.00 	616.89 	9110.00 	連江縣	4	10t < w < 20t	10	20	2015
NA	1.00 	12.00 	2390.00 	12408.00 	高雄市	4	100t < w < 200t	100	200	2015
NA	NA	12.00 	3056.00 	12490.00 	屏東縣	4	200t < w < 500t	200	500	2015
1.00 	NA	13.00 	13.10 	1190.00 	雲林縣	5	Powered Sampans	0	0	2015
1.00 	NA	13.00 	18.31 	1195.00 	基隆市	2	Powered Sampans	0	0	2015
16.00 	NA	13.00 	232.19 	5323.00 	高雄市	1	5t < w < 10t	5	10	2015
NA	NA	13.00 	516.64 	6991.00 	宜蘭縣	2	20t < w < 50t	20	50	2015
NA	NA	14.00 	31.86 	1203.00 	新北市	2	w < 5t	0	5	2015
11.00 	NA	14.00 	197.24 	3777.00 	花蓮縣	4	5t < w < 10t	5	10	2015
NA	NA	14.00 	1134.99 	10890.00 	新竹市	1	50t < w < 100t	50	100	2015
NA	1.00 	14.00 	2299.25 	16101.00 	高雄市	1	100t < w < 200t	100	200	2015
NA	4.00 	14.00 	2596.01 	20480.00 	宜蘭縣	1	100t < w < 200t	100	200	2015
NA	NA	15.00 	39.77 	1979.00 	屏東縣	5	w < 5t	0	5	2015
NA	1.00 	15.00 	2971.00 	16818.00 	屏東縣	4	100t < w < 200t	100	200	2015
NA	NA	16.00 	20.63 	1652.00 	新竹市	5	Powered Sampans	0	0	2015
1.00 	NA	16.00 	51.38 	1979.00 	宜蘭縣	5	w < 5t	0	5	2015
NA	NA	16.00 	666.06 	9415.00 	新北市	1	20t < w < 50t	20	50	2015
2.00 	NA	17.00 	29.41 	1740.00 	臺東縣	2	Powered Sampans	0	0	2015
NA	NA	17.00 	34.08 	1829.00 	臺中市	2	w < 5t	0	5	2015
23.00 	NA	17.00 	152.09 	4735.00 	屏東縣	4	w < 5t	0	5	2015
NA	NA	18.00 	43.68 	2240.00 	桃園市	4	w < 5t	0	5	2015
NA	NA	18.00 	613.50 	8660.00 	澎湖縣	3	20t < w < 50t	20	50	2015
NA	1.00 	18.00 	5099.00 	25295.00 	新北市	1	200t < w < 500t	200	500	2015
NA	NA	19.00 	19.61 	1260.00 	桃園市	2	Powered Sampans	0	0	2015
NA	NA	19.00 	47.71 	3510.00 	嘉義縣	5	w < 5t	0	5	2015
NA	NA	19.00 	1467.33 	11467.00 	基隆市	4	50t < w < 100t	50	100	2015
2.00 	NA	20.00 	36.61 	1970.00 	屏東縣	4	Powered Sampans	0	0	2015
NA	NA	20.00 	45.03 	2845.00 	彰化縣	5	w < 5t	0	5	2015
NA	NA	20.00 	846.56 	12410.00 	臺中市	1	20t < w < 50t	20	50	2015
1.00 	NA	20.00 	1012.25 	13784.00 	基隆市	1	20t < w < 50t	20	50	2015
5.00 	NA	21.00 	60.97 	2116.00 	基隆市	3	w < 5t	0	5	2015
2.00 	NA	21.00 	150.83 	4460.00 	澎湖縣	3	5t < w < 10t	5	10	2015
7.00 	NA	21.00 	418.12 	8456.00 	花蓮縣	4	10t < w < 20t	10	20	2015
NA	NA	22.00 	30.54 	2285.00 	苗栗縣	2	Powered Sampans	0	0	2015
35.00 	NA	22.00 	183.58 	5025.00 	臺東縣	4	w < 5t	0	5	2015
NA	NA	22.00 	403.88 	13233.00 	新北市	5	10t < w < 20t	10	20	2015
NA	NA	23.00 	28.08 	2230.00 	臺中市	4	Powered Sampans	0	0	2015
NA	NA	23.00 	55.43 	2965.00 	彰化縣	2	w < 5t	0	5	2015
3.00 	NA	23.00 	183.68 	4352.00 	新北市	3	5t < w < 10t	5	10	2015
NA	2.00 	23.00 	889.14 	13324.00 	高雄市	3	20t < w < 50t	20	50	2015
1.00 	NA	24.00 	63.23 	3065.00 	臺中市	4	w < 5t	0	5	2015
NA	NA	24.00 	55.40 	3277.00 	高雄市	2	w < 5t	0	5	2015
NA	4.00 	24.00 	4603.96 	31834.00 	新北市	1	100t < w < 200t	100	200	2015
NA	2.00 	24.00 	3893.72 	33117.00 	澎湖縣	1	100t < w < 200t	100	200	2015
1.00 	NA	25.00 	31.39 	1406.00 	金門縣	4	Powered Sampans	0	0	2015
NA	NA	25.00 	929.72 	13041.00 	宜蘭縣	3	20t < w < 50t	20	50	2015
NA	NA	25.00 	1741.19 	19395.00 	澎湖縣	4	50t < w < 100t	50	100	2015
NA	NA	26.00 	71.46 	3615.00 	臺南市	5	w < 5t	0	5	2015
7.00 	NA	27.00 	26.09 	1795.00 	澎湖縣	5	Powered Sampans	0	0	2015
4.00 	NA	27.00 	486.58 	9993.00 	澎湖縣	1	10t < w < 20t	10	20	2015
NA	123.00 	27.00 	60800.58 	158288.00 	高雄市	4	200t < w < 500t	200	500	2015
3.00 	NA	28.00 	32.42 	1838.00 	基隆市	5	Powered Sampans	0	0	2015
1.00 	NA	28.00 	55.71 	2590.00 	宜蘭縣	4	Powered Sampans	0	0	2015
1.00 	NA	28.00 	74.02 	3312.00 	基隆市	5	w < 5t	0	5	2015
1.00 	NA	29.00 	73.97 	2937.00 	雲林縣	2	w < 5t	0	5	2015
5.00 	NA	29.00 	116.20 	4360.00 	宜蘭縣	4	w < 5t	0	5	2015
4.00 	NA	29.00 	484.09 	8343.00 	新北市	3	10t < w < 20t	10	20	2015
1.00 	NA	30.00 	78.03 	3688.00 	桃園市	2	w < 5t	0	5	2015
30.00 	NA	30.00 	466.04 	13093.00 	屏東縣	4	5t < w < 10t	5	10	2015
NA	NA	31.00 	22.06 	2117.00 	嘉義縣	2	Powered Sampans	0	0	2015
NA	NA	31.00 	1088.39 	13801.00 	臺東縣	4	20t < w < 50t	20	50	2015
NA	1.00 	31.00 	2774.73 	26208.00 	新北市	1	50t < w < 100t	50	100	2015
24.00 	NA	32.00 	423.56 	8950.00 	臺東縣	4	5t < w < 10t	5	10	2015
1.00 	NA	33.00 	36.94 	2985.00 	臺中市	5	Powered Sampans	0	0	2015
9.00 	NA	33.00 	124.25 	5179.00 	高雄市	4	w < 5t	0	5	2015
NA	NA	34.00 	33.63 	3325.00 	雲林縣	2	Powered Sampans	0	0	2015
